@RELATION all_data_pacman
	@ATTRIBUTE pacmanPosX NUMERIC
	@ATTRIBUTE pacmanPosY NUMERIC
	@ATTRIBUTE Ghost_1_PosX NUMERIC
	@ATTRIBUTE Ghost_1_PosY NUMERIC
	@ATTRIBUTE Ghost_2_PosX NUMERIC
	@ATTRIBUTE Ghost_2_PosY NUMERIC
	@ATTRIBUTE Ghost_3_PosX NUMERIC
	@ATTRIBUTE Ghost_3_PosY NUMERIC
	@ATTRIBUTE Ghost_4_PosX NUMERIC
	@ATTRIBUTE Ghost_4_PosY NUMERIC
	@ATTRIBUTE legalNorth NUMERIC
	@ATTRIBUTE legalSouth NUMERIC
	@ATTRIBUTE legalWest NUMERIC
	@ATTRIBUTE legalEast NUMERIC
	@ATTRIBUTE ghost_1_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_2_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_3_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_4_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_1_Distance NUMERIC
	@ATTRIBUTE ghost_2_Distance NUMERIC
	@ATTRIBUTE ghost_3_Distance NUMERIC
	@ATTRIBUTE ghost_4_Distance NUMERIC
	@ATTRIBUTE livingGhost_1 {True, False}
	@ATTRIBUTE livingGhost_2 {True, False}
	@ATTRIBUTE livingGhost_3 {True, False}
	@ATTRIBUTE livingGhost_4 {True, False}
	@ATTRIBUTE currentMove {Stop, North, South, West, East}

@data
14, 7, 1, 1, 3, 1, 5, 1, 17, 8, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 5, False, False, False, True, North
15, 7, 1, 1, 3, 1, 5, 1, 18, 8, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, East
16, 7, 1, 1, 3, 1, 5, 1, 17, 8, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 1, False, False, False, True, East
17, 7, 1, 1, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, East
17, 8, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, North
17, 9, 1, 1, 3, 1, 5, 1, 15, 9, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, North
16, 9, 1, 1, 3, 1, 5, 1, 15, 8, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, West
15, 9, 1, 1, 3, 1, 5, 1, 14, 8, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 1, False, False, False, True, West
14, 9, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, West
14, 8, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 2, False, False, False, True, South
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 4, 6, 8, 9, 11, 14, 6, 0, 0, 1, 1, South, South, East, South, 11, 7, 7, 18, True, True, True, True, East
3, 11, 7, 4, 5, 8, 10, 11, 14, 5, 0, 0, 1, 1, East, West, East, South, 11, 5, 7, 18, True, True, True, True, East
4, 11, 7, 3, 5, 7, 10, 11, 14, 4, 0, 0, 1, 1, South, South, East, South, 11, 5, 6, 18, True, True, True, True, East
5, 11, 7, 3, 6, 7, 10, 10, 14, 3, 0, 1, 1, 1, South, East, South, South, 10, 5, 6, 17, True, True, True, True, East
6, 11, 7, 3, 6, 7, 11, 10, 14, 3, 0, 1, 1, 1, South, East, East, East, 9, 4, 6, 17, True, True, True, True, East
6, 10, 8, 3, 6, 7, 11, 11, 15, 3, 1, 1, 1, 0, East, East, North, North, 9, 3, 6, 15, True, True, True, True, South
6, 9, 7, 3, 6, 8, 12, 11, 15, 4, 1, 1, 1, 1, West, North, East, South, 7, 1, 8, 15, True, True, True, True, South
6, 8, 7, 3, 3, 1, 13, 11, 15, 3, 1, 1, 1, 1, West, Stop, East, East, 6, 1000, 10, 15, True, False, True, True, South
7, 8, 6, 3, 3, 1, 14, 11, 16, 3, 1, 1, 1, 1, West, Stop, East, West, 6, 1000, 10, 13, True, False, True, True, East
7, 7, 7, 3, 3, 1, 14, 11, 15, 3, 1, 0, 1, 1, East, Stop, East, West, 4, 1000, 11, 12, True, False, True, True, South
8, 7, 7, 4, 3, 1, 15, 11, 15, 3, 1, 1, 1, 1, North, Stop, East, West, 4, 1000, 11, 10, True, False, True, True, East
8, 6, 6, 4, 3, 1, 16, 11, 14, 3, 1, 1, 0, 1, West, Stop, East, North, 4, 1000, 13, 8, True, False, True, True, South
8, 5, 6, 3, 3, 1, 16, 11, 14, 4, 1, 1, 1, 1, South, Stop, East, West, 4, 1000, 14, 6, True, False, True, True, South
7, 5, 6, 4, 3, 1, 17, 11, 13, 4, 0, 1, 1, 1, North, Stop, East, West, 2, 1000, 16, 7, True, False, True, True, West
7, 4, 6, 3, 3, 1, 18, 11, 13, 4, 1, 1, 1, 1, South, Stop, East, North, 2, 1000, 18, 7, True, False, True, True, South
7, 3, 6, 4, 3, 1, 17, 11, 13, 5, 1, 0, 1, 1, North, Stop, West, East, 2, 1000, 18, 9, True, False, True, True, South
6, 3, 7, 4, 3, 1, 16, 11, 14, 5, 1, 0, 1, 1, East, Stop, West, South, 2, 1000, 18, 9, True, False, True, True, West
6, 4, 7, 4, 3, 1, 17, 11, 14, 4, 1, 1, 1, 1, East, Stop, East, West, 1, 1000, 18, 7, True, False, True, True, North
7, 4, 1, 1, 3, 1, 18, 11, 13, 4, 1, 1, 1, 1, Stop, Stop, East, South, 1000, 1000, 18, 7, False, False, True, True, East
8, 4, 1, 1, 3, 1, 17, 11, 13, 3, 1, 1, 1, 1, Stop, Stop, West, South, 1000, 1000, 16, 6, False, False, True, True, East
9, 4, 1, 1, 3, 1, 16, 11, 13, 3, 1, 1, 1, 1, Stop, Stop, West, East, 1000, 1000, 14, 6, False, False, True, True, East
10, 4, 1, 1, 3, 1, 17, 11, 14, 3, 1, 1, 1, 1, Stop, Stop, East, East, 1000, 1000, 14, 5, False, False, True, True, East
11, 4, 1, 1, 3, 1, 18, 11, 14, 3, 1, 1, 1, 0, Stop, Stop, East, East, 1000, 1000, 14, 4, False, False, True, True, East
11, 5, 1, 1, 3, 1, 18, 10, 14, 3, 0, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 12, 6, False, False, True, True, North
12, 5, 1, 1, 3, 1, 18, 10, 15, 3, 0, 0, 1, 1, Stop, Stop, South, West, 1000, 1000, 11, 4, False, False, True, True, East
13, 5, 1, 1, 3, 1, 18, 9, 14, 3, 0, 1, 1, 1, Stop, Stop, South, North, 1000, 1000, 9, 2, False, False, True, True, East
13, 4, 1, 1, 3, 1, 18, 10, 14, 4, 1, 1, 0, 1, Stop, Stop, North, East, 1000, 1000, 11, 2, False, False, True, True, South
14, 4, 1, 1, 3, 1, 18, 9, 15, 4, 1, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 9, 1, False, False, True, True, East
15, 4, 1, 1, 3, 1, 17, 9, 7, 1, 1, 1, 1, 1, Stop, Stop, West, Stop, 1000, 1000, 7, 1000, False, False, True, False, East
15, 5, 1, 1, 3, 1, 17, 9, 7, 1, 0, 1, 1, 1, Stop, Stop, West, Stop, 1000, 1000, 6, 1000, False, False, True, False, North
14, 5, 1, 1, 3, 1, 17, 9, 7, 1, 1, 1, 1, 1, Stop, Stop, West, Stop, 1000, 1000, 7, 1000, False, False, True, False, West
14, 6, 1, 1, 3, 1, 18, 9, 7, 1, 1, 1, 0, 0, Stop, Stop, East, Stop, 1000, 1000, 7, 1000, False, False, True, False, North
14, 7, 1, 1, 3, 1, 17, 9, 7, 1, 1, 1, 1, 1, Stop, Stop, West, Stop, 1000, 1000, 5, 1000, False, False, True, False, North
15, 7, 1, 1, 3, 1, 17, 9, 7, 1, 1, 0, 1, 1, Stop, Stop, West, Stop, 1000, 1000, 4, 1000, False, False, True, False, East
16, 7, 1, 1, 3, 1, 17, 8, 7, 1, 1, 0, 1, 1, Stop, Stop, South, Stop, 1000, 1000, 2, 1000, False, False, True, False, East
17, 7, 1, 1, 3, 1, 17, 8, 7, 1, 1, 0, 1, 1, Stop, Stop, South, Stop, 1000, 1000, 1, 1000, False, False, True, False, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 5, 5, 5, 9, 7, 11, 14, 6, 0, 0, 1, 1, West, West, West, Stop, 9, 5, 5, 17, True, True, True, True, East
3, 11, 4, 5, 5, 10, 7, 11, 14, 6, 0, 0, 1, 1, West, North, West, South, 7, 3, 4, 17, True, True, True, True, East
4, 11, 4, 5, 5, 9, 6, 11, 14, 5, 0, 0, 1, 1, West, South, West, West, 6, 3, 2, 15, True, True, True, True, East
5, 11, 3, 5, 5, 9, 5, 1, 13, 5, 0, 1, 1, 1, West, South, Stop, South, 8, 2, 1000, 15, True, True, False, True, East
6, 11, 2, 5, 5, 10, 5, 1, 13, 4, 0, 1, 1, 1, West, North, Stop, South, 10, 2, 1000, 15, True, True, False, True, East
6, 10, 1, 5, 5, 9, 5, 1, 13, 3, 1, 1, 1, 0, West, South, Stop, North, 10, 2, 1000, 13, True, True, False, True, South
6, 9, 1, 6, 5, 10, 5, 1, 13, 4, 1, 1, 1, 1, North, North, Stop, South, 8, 2, 1000, 13, True, True, False, True, South
5, 9, 1, 5, 6, 10, 5, 1, 13, 3, 1, 1, 1, 1, South, East, Stop, North, 8, 2, 1000, 13, True, True, False, True, West
5, 10, 1, 5, 6, 11, 5, 1, 13, 4, 1, 1, 0, 1, South, North, Stop, North, 9, 2, 1000, 14, True, True, False, True, North
6, 10, 1, 5, 5, 11, 5, 1, 13, 4, 1, 1, 1, 0, South, West, Stop, North, 10, 2, 1000, 13, True, True, False, True, East
6, 11, 1, 6, 5, 11, 5, 1, 13, 4, 0, 1, 1, 1, North, West, Stop, North, 10, 1, 1000, 14, True, True, False, True, North
5, 11, 1, 6, 3, 1, 5, 1, 13, 4, 0, 1, 1, 1, North, Stop, Stop, North, 9, 1000, 1000, 14, True, False, False, True, West
4, 11, 1, 6, 3, 1, 5, 1, 13, 5, 0, 0, 1, 1, North, Stop, Stop, South, 8, 1000, 1000, 16, True, False, False, True, West
3, 11, 1, 6, 3, 1, 5, 1, 13, 4, 0, 0, 1, 1, North, Stop, Stop, East, 7, 1000, 1000, 18, True, False, False, True, West
2, 11, 1, 5, 3, 1, 5, 1, 14, 4, 0, 0, 1, 1, South, Stop, Stop, South, 7, 1000, 1000, 20, True, False, False, True, West
1, 11, 1, 5, 3, 1, 5, 1, 14, 3, 0, 1, 0, 1, South, Stop, Stop, North, 6, 1000, 1000, 20, True, False, False, True, West
1, 10, 1, 5, 3, 1, 5, 1, 14, 4, 1, 1, 0, 0, South, Stop, Stop, North, 5, 1000, 1000, 18, True, False, False, True, South
1, 9, 1, 5, 3, 1, 5, 1, 14, 5, 1, 1, 0, 1, South, Stop, Stop, North, 4, 1000, 1000, 16, True, False, False, True, South
1, 8, 1, 4, 3, 1, 5, 1, 14, 6, 1, 1, 0, 1, South, Stop, Stop, North, 4, 1000, 1000, 15, True, False, False, True, South
1, 7, 2, 4, 3, 1, 5, 1, 14, 6, 1, 1, 0, 1, East, Stop, Stop, South, 4, 1000, 1000, 15, True, False, False, True, South
1, 6, 3, 4, 3, 1, 5, 1, 14, 5, 1, 1, 0, 0, East, Stop, Stop, East, 4, 1000, 1000, 15, True, False, False, True, South
1, 5, 2, 4, 3, 1, 5, 1, 15, 5, 1, 1, 0, 1, West, Stop, Stop, South, 2, 1000, 1000, 15, True, False, False, True, South
2, 5, 2, 3, 3, 1, 5, 1, 15, 4, 0, 1, 1, 1, South, Stop, Stop, South, 2, 1000, 1000, 14, True, False, False, True, East
3, 5, 3, 3, 3, 1, 5, 1, 15, 4, 0, 1, 1, 1, East, Stop, Stop, North, 2, 1000, 1000, 12, True, False, False, True, East
3, 4, 2, 3, 3, 1, 5, 1, 15, 5, 1, 1, 1, 1, West, Stop, Stop, West, 2, 1000, 1000, 12, True, False, False, True, South
2, 4, 2, 3, 3, 1, 5, 1, 14, 5, 1, 1, 1, 1, West, Stop, Stop, East, 1, 1000, 1000, 14, True, False, False, True, West
2, 3, 1, 1, 3, 1, 5, 1, 15, 5, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 14, False, False, False, True, South
3, 3, 1, 1, 3, 1, 5, 1, 15, 4, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 13, False, False, False, True, East
4, 3, 1, 1, 3, 1, 5, 1, 15, 4, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 12, False, False, False, True, East
5, 3, 1, 1, 3, 1, 5, 1, 15, 4, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 11, False, False, False, True, East
6, 3, 1, 1, 3, 1, 5, 1, 15, 4, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 9, False, False, False, True, East
7, 3, 1, 1, 3, 1, 5, 1, 15, 3, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 8, False, False, False, True, East
8, 3, 1, 1, 3, 1, 5, 1, 15, 3, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 6, False, False, False, True, East
9, 3, 1, 1, 3, 1, 5, 1, 14, 3, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 5, False, False, False, True, East
10, 3, 1, 1, 3, 1, 5, 1, 14, 3, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 5, False, False, False, True, East
11, 3, 1, 1, 3, 1, 5, 1, 15, 3, 1, 0, 1, 0, Stop, Stop, Stop, East, 1000, 1000, 1000, 4, False, False, False, True, East
11, 4, 1, 1, 3, 1, 5, 1, 15, 3, 1, 1, 1, 0, Stop, Stop, Stop, East, 1000, 1000, 1000, 6, False, False, False, True, North
11, 5, 1, 1, 3, 1, 5, 1, 16, 3, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 6, False, False, False, True, North
12, 5, 1, 1, 3, 1, 5, 1, 15, 3, 0, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 4, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 15, 4, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 4, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 15, 3, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, East
15, 5, 1, 1, 3, 1, 5, 1, 15, 4, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 1, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 5, 5, 6, 10, 7, 11, 14, 6, 0, 0, 1, 1, West, North, West, Stop, 9, 5, 5, 17, True, True, True, True, East
3, 11, 6, 5, 5, 10, 7, 11, 14, 6, 0, 0, 1, 1, East, West, West, South, 9, 3, 4, 17, True, True, True, True, East
4, 11, 7, 5, 5, 9, 6, 11, 14, 5, 0, 0, 1, 1, East, South, West, South, 9, 3, 2, 16, True, True, True, True, East
5, 11, 7, 4, 4, 9, 6, 10, 14, 5, 0, 1, 1, 1, South, West, South, West, 9, 3, 2, 14, True, True, True, True, East
6, 11, 8, 4, 4, 8, 5, 10, 13, 5, 0, 1, 1, 1, East, South, West, South, 9, 5, 2, 14, True, True, True, True, East
6, 10, 8, 5, 5, 8, 5, 1, 13, 4, 1, 1, 1, 0, North, East, Stop, North, 7, 3, 1000, 12, True, True, False, True, South
6, 9, 8, 4, 5, 7, 5, 1, 13, 5, 1, 1, 1, 1, South, South, Stop, East, 7, 3, 1000, 12, True, True, False, True, South
5, 9, 8, 4, 6, 7, 5, 1, 14, 5, 1, 1, 1, 1, South, East, Stop, East, 8, 3, 1000, 14, True, True, False, True, West
5, 8, 8, 4, 5, 7, 5, 1, 15, 5, 1, 1, 1, 1, South, West, Stop, South, 7, 1, 1000, 14, True, True, False, True, South
5, 7, 9, 4, 3, 1, 5, 1, 15, 4, 1, 0, 1, 1, East, Stop, Stop, South, 7, 1000, 1000, 14, True, False, False, True, South
6, 7, 9, 3, 3, 1, 5, 1, 15, 3, 1, 0, 1, 1, South, Stop, Stop, South, 7, 1000, 1000, 13, True, False, False, True, East
7, 7, 8, 3, 3, 1, 5, 1, 15, 3, 1, 0, 1, 1, West, Stop, Stop, West, 5, 1000, 1000, 11, True, False, False, True, East
8, 7, 9, 3, 3, 1, 5, 1, 14, 3, 1, 1, 1, 1, East, Stop, Stop, East, 5, 1000, 1000, 11, True, False, False, True, East
9, 7, 9, 3, 3, 1, 5, 1, 15, 3, 1, 1, 1, 1, East, Stop, Stop, North, 4, 1000, 1000, 9, True, False, False, True, East
9, 6, 9, 4, 3, 1, 5, 1, 15, 4, 1, 1, 1, 1, North, Stop, Stop, West, 2, 1000, 1000, 7, True, False, False, True, South
9, 5, 1, 1, 3, 1, 5, 1, 14, 4, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 6, False, False, False, True, South
10, 5, 1, 1, 3, 1, 5, 1, 14, 4, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 6, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 14, 3, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 5, False, False, False, True, East
12, 5, 1, 1, 3, 1, 5, 1, 14, 3, 0, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 4, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 14, 3, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 4, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 15, 3, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 3, False, False, False, True, East
14, 4, 1, 1, 3, 1, 5, 1, 15, 3, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 1, False, False, False, True, South
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 4, 5, 9, 8, 11, 14, 6, 0, 0, 1, 1, South, West, Stop, North, 11, 5, 6, 16, True, True, True, True, East
3, 11, 6, 4, 6, 9, 9, 11, 14, 7, 0, 0, 1, 1, South, East, East, North, 10, 5, 6, 14, True, True, True, True, East
4, 11, 7, 4, 7, 9, 8, 11, 14, 8, 0, 0, 1, 1, East, East, West, South, 10, 5, 4, 14, True, True, True, True, East
5, 11, 7, 5, 7, 8, 7, 11, 14, 7, 0, 1, 1, 1, North, South, West, East, 8, 5, 2, 14, True, True, True, True, East
6, 11, 8, 5, 6, 8, 5, 1, 15, 7, 0, 1, 1, 1, East, West, Stop, East, 8, 3, 1000, 14, True, True, False, True, East
6, 10, 8, 4, 5, 8, 5, 1, 16, 7, 1, 1, 1, 0, South, West, Stop, West, 8, 3, 1000, 12, True, True, False, True, South
6, 9, 8, 4, 5, 8, 5, 1, 15, 7, 1, 1, 1, 1, South, West, Stop, West, 7, 2, 1000, 10, True, True, False, True, South
5, 9, 8, 5, 4, 8, 5, 1, 14, 7, 1, 1, 1, 1, North, West, Stop, East, 7, 2, 1000, 12, True, True, False, True, West
5, 8, 8, 6, 4, 7, 5, 1, 15, 7, 1, 1, 1, 1, North, South, Stop, North, 5, 2, 1000, 10, True, True, False, True, South
4, 8, 8, 5, 4, 7, 5, 1, 15, 8, 1, 1, 1, 1, South, South, Stop, South, 7, 1, 1000, 12, True, True, False, True, West
4, 7, 8, 4, 3, 1, 5, 1, 15, 7, 1, 0, 1, 1, South, Stop, Stop, East, 7, 1000, 1000, 12, True, False, False, True, South
5, 7, 8, 3, 3, 1, 5, 1, 16, 7, 1, 0, 1, 1, South, Stop, Stop, East, 7, 1000, 1000, 11, True, False, False, True, East
6, 7, 9, 3, 3, 1, 5, 1, 16, 7, 1, 0, 1, 1, East, Stop, Stop, North, 7, 1000, 1000, 11, True, False, False, True, East
7, 7, 9, 4, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, North, Stop, Stop, East, 5, 1000, 1000, 11, True, False, False, True, East
8, 7, 9, 3, 3, 1, 5, 1, 17, 8, 1, 1, 1, 1, South, Stop, Stop, West, 5, 1000, 1000, 9, True, False, False, True, East
8, 6, 9, 3, 3, 1, 5, 1, 16, 8, 1, 1, 0, 1, South, Stop, Stop, West, 4, 1000, 1000, 10, True, False, False, True, South
8, 5, 9, 4, 3, 1, 5, 1, 16, 8, 1, 1, 1, 1, North, Stop, Stop, West, 2, 1000, 1000, 10, True, False, False, True, South
8, 4, 9, 5, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, North, Stop, Stop, South, 2, 1000, 1000, 10, True, False, False, True, South
9, 4, 9, 5, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, North, Stop, Stop, North, 1, 1000, 1000, 10, True, False, False, True, East
9, 5, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 9, False, False, False, True, North
10, 5, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 7, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 14, 8, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 7, False, False, False, True, East
12, 5, 1, 1, 3, 1, 5, 1, 14, 9, 0, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 6, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 14, 9, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 4, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 13, 9, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 5, False, False, False, True, East
14, 6, 1, 1, 3, 1, 5, 1, 13, 9, 1, 1, 0, 0, Stop, Stop, Stop, West, 1000, 1000, 1000, 5, False, False, False, True, North
14, 7, 1, 1, 3, 1, 5, 1, 12, 9, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, North
15, 7, 1, 1, 3, 1, 5, 1, 12, 8, 1, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, East
15, 8, 1, 1, 3, 1, 5, 1, 12, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 3, False, False, False, True, North
14, 8, 1, 1, 3, 1, 5, 1, 13, 7, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, West
13, 8, 1, 1, 3, 1, 5, 1, 12, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 1, False, False, False, True, West
12, 8, 1, 1, 3, 1, 5, 1, 13, 7, 1, 1, 0, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, West
12, 7, 1, 1, 3, 1, 5, 1, 13, 7, 1, 0, 0, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, South
13, 7, 1, 1, 3, 1, 5, 1, 14, 7, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, East
14, 7, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, East
15, 7, 1, 1, 3, 1, 5, 1, 16, 7, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 1, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 0, 1, 1, Stop, Stop, Stop, South, 10, 6, 6, 18, True, True, True, True, East
3, 11, 5, 5, 6, 9, 8, 11, 14, 5, 0, 0, 1, 1, West, Stop, Stop, North, 8, 5, 5, 16, True, True, True, True, East
4, 11, 4, 5, 5, 9, 8, 11, 14, 6, 0, 0, 1, 1, West, West, Stop, North, 6, 3, 4, 15, True, True, True, True, East
5, 11, 4, 5, 5, 9, 9, 11, 14, 6, 0, 1, 1, 1, West, West, East, North, 7, 2, 4, 13, True, True, True, True, East
6, 11, 4, 5, 6, 9, 9, 11, 14, 7, 0, 1, 1, 1, West, East, East, North, 8, 2, 3, 11, True, True, True, True, East
6, 10, 3, 5, 6, 9, 9, 11, 14, 8, 1, 1, 1, 0, West, East, East, West, 8, 1, 4, 9, True, True, True, True, South
6, 9, 4, 5, 3, 1, 8, 11, 13, 8, 1, 1, 1, 1, East, Stop, West, South, 6, 1000, 4, 9, True, False, True, True, South
6, 10, 4, 5, 3, 1, 7, 11, 13, 7, 1, 1, 1, 0, East, Stop, West, South, 7, 1000, 2, 10, True, False, True, True, North
6, 11, 3, 5, 3, 1, 5, 1, 13, 7, 0, 1, 1, 1, West, Stop, Stop, East, 9, 1000, 1000, 12, True, False, False, True, North
5, 11, 2, 5, 3, 1, 5, 1, 14, 7, 0, 1, 1, 1, West, Stop, Stop, South, 9, 1000, 1000, 14, True, False, False, True, West
4, 11, 2, 4, 3, 1, 5, 1, 14, 6, 0, 0, 1, 1, South, Stop, Stop, South, 9, 1000, 1000, 15, True, False, False, True, West
3, 11, 2, 4, 3, 1, 5, 1, 14, 6, 0, 0, 1, 1, South, Stop, Stop, South, 8, 1000, 1000, 17, True, False, False, True, West
2, 11, 2, 5, 3, 1, 5, 1, 14, 5, 0, 0, 1, 1, North, Stop, Stop, South, 6, 1000, 1000, 18, True, False, False, True, West
1, 11, 2, 5, 3, 1, 5, 1, 14, 5, 0, 1, 0, 1, North, Stop, Stop, West, 7, 1000, 1000, 18, True, False, False, True, West
1, 10, 3, 5, 3, 1, 5, 1, 13, 5, 1, 1, 0, 0, East, Stop, Stop, South, 7, 1000, 1000, 18, True, False, False, True, South
1, 9, 3, 4, 3, 1, 5, 1, 13, 4, 1, 1, 0, 1, South, Stop, Stop, East, 7, 1000, 1000, 18, True, False, False, True, South
1, 8, 3, 5, 3, 1, 5, 1, 14, 4, 1, 1, 0, 1, North, Stop, Stop, South, 5, 1000, 1000, 18, True, False, False, True, South
1, 7, 2, 5, 3, 1, 5, 1, 14, 3, 1, 1, 0, 1, West, Stop, Stop, South, 3, 1000, 1000, 17, True, False, False, True, South
1, 6, 2, 4, 3, 1, 5, 1, 14, 3, 1, 1, 0, 0, South, Stop, Stop, East, 3, 1000, 1000, 17, True, False, False, True, South
1, 5, 3, 4, 3, 1, 5, 1, 15, 3, 1, 1, 0, 1, East, Stop, Stop, East, 3, 1000, 1000, 17, True, False, False, True, South
2, 5, 3, 4, 3, 1, 5, 1, 16, 3, 0, 1, 1, 1, East, Stop, Stop, East, 2, 1000, 1000, 16, True, False, False, True, East
